ts,event,ticker,side,rating,price,atr,align,reason,option_symbol,expiration,dte,strike,opt_type,bid,ask,mid,spread_pct,delta,theta,mid_iv,open_interest,volume,breakeven_move,gates,score,rejected,sig_ticker,sig_side,sig_rating,sig_align
2026-07-13T13:04:05,candidate,,,,,,,,SPY260714C00750000,2026-07-14,1,750.0,call,2.71,2.72,2.715,0.0037,0.588,-1.017,0.1436,2725,11081,2.495,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T13:04:05,candidate,,,,,,,,SPY260714C00751000,2026-07-14,1,751.0,call,2.14,2.15,2.145,0.0047,0.521,-1.013,0.1401,922,23859,2.925,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T13:04:05,candidate,,,,,,,,SPY260715C00745000,2026-07-15,2,745.0,call,6.83,7.17,7.0,0.0486,0.778,-0.6388,0.1684,799,570,1.78,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T13:04:05,candidate,,,,,,,,SPY260715C00746000,2026-07-15,2,746.0,call,6.08,6.17,6.125,0.0147,0.745,-0.6705,0.1492,658,1964,1.905,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T13:04:05,candidate,,,,,,,,SPY260715C00747000,2026-07-15,2,747.0,call,5.33,5.42,5.375,0.0167,0.709,-0.6968,0.1394,1008,816,2.155,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T13:04:05,candidate,,,,,,,,SPY260715C00748000,2026-07-15,2,748.0,call,4.61,4.7,4.655,0.0193,0.668,-0.7168,0.1358,826,603,2.435,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T13:04:05,candidate,,,,,,,,SPY260715C00749000,2026-07-15,2,749.0,call,3.97,4.0,3.985,0.0075,0.624,-0.729,0.1329,652,751,2.765,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T13:04:05,candidate,,,,,,,,SPY260715C00750000,2026-07-15,2,750.0,call,3.35,3.38,3.365,0.0089,0.576,-0.7325,0.1295,7703,3104,3.145,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T13:04:05,candidate,,,,,,,,SPY260715C00751000,2026-07-15,2,751.0,call,2.79,2.81,2.8,0.0071,0.524,-0.7247,0.1273,1771,3460,3.58,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,SPY,BUY,7,RIDE_both
2026-07-13T14:40:13,bad_payload,,,,,,,KSHANA-mirror-v3 BUY SPY 5 @ 749.68,,,,,,,,,,,,,,,,,,,,,,
2026-07-13T14:45:00,bad_payload,,,,,,,KSHANA-mirror-v3 BUY QQQ 5 @ 712.62,,,,,,,,,,,,,,,,,,,,,,
2026-07-13T15:00:00,bad_payload,,,,,,,KSHANA-mirror-v3 SELL QQQ 5 @ 712.42,,,,,,,,,,,,,,,,,,,,,,
2026-07-13T15:00:06,bad_payload,,,,,,,KSHANA-mirror-v3 SELL SPY 5 @ 749.56,,,,,,,,,,,,,,,,,,,,,,
2026-07-13T15:05:01,bad_payload,,,,,,,KSHANA-mirror-v3 BUY SPY 5 @ 749.85,,,,,,,,,,,,,,,,,,,,,,
2026-07-13T15:05:02,bad_payload,,,,,,,KSHANA-mirror-v3 BUY QQQ 5 @ 713.03,,,,,,,,,,,,,,,,,,,,,,
2026-07-13T15:10:00,bad_payload,,,,,,,KSHANA-mirror-v3 SELL QQQ 5 @ 712.12,,,,,,,,,,,,,,,,,,,,,,
2026-07-13T15:10:00,bad_payload,,,,,,,KSHANA-mirror-v3 SELL SPY 5 @ 749.51,,,,,,,,,,,,,,,,,,,,,,
2026-07-13T16:00:22,signal,QQQ,BUY,3,711.77,0.906,FIGHT,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13T16:00:22,skip,QQQ,,,,,,FIGHT alignment,,,,,,,,,,,,,,,,,,,,,,
2026-07-13T16:20:06,signal,QQQ,SELL,-7,710.67,0.886,wave_only,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260714P00713000,2026-07-14,1,713.0,put,4.79,4.84,4.815,0.0104,0.534,-2.0727,0.2734,779,24766,2.485,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260714P00714000,2026-07-14,1,714.0,put,5.28,5.36,5.32,0.015,0.57,-2.0242,0.2714,561,20269,1.99,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260714P00715000,2026-07-14,1,715.0,put,5.81,5.92,5.865,0.0188,0.613,-1.9552,0.2631,1387,28231,1.535,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260714P00716000,2026-07-14,1,716.0,put,6.39,6.49,6.44,0.0155,0.653,-1.8655,0.2595,13626,27009,1.11,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260714P00717000,2026-07-14,1,717.0,put,6.92,7.25,7.085,0.0466,0.692,-1.7565,0.2547,803,11448,0.755,spread=P;open_interest=P;volume=P;iv=P;breakeven=P,0.3361,,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260714P00718000,2026-07-14,1,718.0,put,7.3,8.08,7.69,0.1014,0.727,-1.629,0.2572,1836,9910,0.36,spread=F;open_interest=P;volume=P;iv=P;breakeven=P,-1.0,spread,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260714P00719000,2026-07-14,1,719.0,put,8.13,8.62,8.375,0.0585,0.768,-1.3594,0.2383,422,1710,0.045,spread=F;open_interest=F;volume=P;iv=P;breakeven=P,-1.0,spread,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260715P00713000,2026-07-15,2,713.0,put,6.14,6.25,6.195,0.0178,0.519,-1.4524,0.2656,330,4011,3.865,spread=P;open_interest=F;volume=P;iv=P;breakeven=F,-1.0,open_interest,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260715P00714000,2026-07-15,2,714.0,put,6.62,6.75,6.685,0.0194,0.549,-1.4309,0.2607,232,3029,3.355,spread=P;open_interest=F;volume=P;iv=P;breakeven=F,-1.0,open_interest,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260715P00715000,2026-07-15,2,715.0,put,7.14,7.28,7.21,0.0194,0.576,-1.4003,0.2597,1854,6076,2.88,spread=P;open_interest=P;volume=P;iv=P;breakeven=F,-1.0,breakeven,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260715P00716000,2026-07-15,2,716.0,put,7.69,7.82,7.755,0.0168,0.607,-1.3606,0.2545,118,2064,2.425,spread=P;open_interest=F;volume=P;iv=P;breakeven=F,-1.0,open_interest,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260715P00717000,2026-07-15,2,717.0,put,8.24,8.43,8.335,0.0228,0.634,-1.3129,0.2536,322,1676,2.005,spread=P;open_interest=F;volume=P;iv=P;breakeven=F,-1.0,open_interest,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260715P00718000,2026-07-15,2,718.0,put,8.84,9.06,8.95,0.0246,0.666,-1.2579,0.2474,278,1078,1.62,spread=P;open_interest=F;volume=P;iv=P;breakeven=F,-1.0,open_interest,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260715P00719000,2026-07-15,2,719.0,put,9.08,9.82,9.45,0.0783,0.695,-1.1949,0.2442,462,635,1.12,spread=F;open_interest=F;volume=P;iv=P;breakeven=F,-1.0,spread,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260715P00720000,2026-07-15,2,720.0,put,9.75,10.49,10.12,0.0731,0.722,-1.1239,0.2391,907,1906,0.79,spread=F;open_interest=P;volume=P;iv=P;breakeven=P,-1.0,spread,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260715P00721000,2026-07-15,2,721.0,put,10.26,12.77,11.515,0.218,0.752,-1.0476,0.2317,323,1460,1.185,spread=F;open_interest=F;volume=P;iv=P;breakeven=F,-1.0,spread,QQQ,SELL,-7,wave_only
2026-07-13T16:20:08,candidate,,,,,,,,QQQ260715P00722000,2026-07-15,2,722.0,put,10.99,11.94,11.465,0.0829,0.778,-0.9678,0.2319,706,942,0.135,spread=F;open_interest=P;volume=P;iv=P;breakeven=P,-1.0,spread,QQQ,SELL,-7,wave_only
