Time,Category,Message,
7/24/2026 8:05:06 AM,Order,Order='474083431321/DEMO7298826' Name='' New state='Submitted' Instrument='M2K SEP26' Action='Buy' Limit price=0 Stop price=0 Quantity=4 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/24/2026 8:05:06 AM,Position,Instrument='M2K SEP26' Account='DEMO7298826' Average price=0 Quantity=0 Market position=Flat Operation=Remove,
7/24/2026 8:05:06 AM,Execution,Execution='474083431310_1' Instrument='M2K SEP26' Account='DEMO7298826' Exchange=Default Price=2963.3 Quantity=7 Market position=Long Operation=Operation_Add Order='474083431310' Time='7/24/2026 8:05 AM',
7/24/2026 8:05:06 AM,Order,Order='474083431310/DEMO7298826' Name='Close' New state='Filled' Instrument='M2K SEP26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=7 Type='Market' Time in force=DAY Oco='' Filled=7 Fill price=2963.3 Error='No error' Native error='',
7/24/2026 8:05:06 AM,Order,Order='474083431310/DEMO7298826' Name='Close' New state='Working' Instrument='M2K SEP26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=7 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/24/2026 8:05:06 AM,Order,Order='474083431310/DEMO7298826' Name='Close' New state='Accepted' Instrument='M2K SEP26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=7 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/24/2026 8:05:06 AM,Order,Order='474083431310/DEMO7298826' Name='Close' New state='Submitted' Instrument='M2K SEP26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=7 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/24/2026 8:05:05 AM,Position,Flatten account='DEMO7298826',
7/24/2026 8:05:03 AM,Position,Instrument='MCL SEP26' Account='DEMO7298826' Average price=89.64 Quantity=1 Market position=Short Operation=Operation_Add,
7/24/2026 8:05:03 AM,Execution,Execution='474083431302_1' Instrument='MCL SEP26' Account='DEMO7298826' Exchange=Default Price=89.64 Quantity=1 Market position=Short Operation=Operation_Add Order='474083431302' Time='7/24/2026 8:05 AM',
7/24/2026 8:05:03 AM,Order,Order='474083431302/DEMO7298826' Name='' New state='Filled' Instrument='MCL SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=1 Fill price=89.64 Error='No error' Native error='',
7/24/2026 8:05:03 AM,Order,Order='474083431302/DEMO7298826' Name='' New state='Working' Instrument='MCL SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/24/2026 8:05:03 AM,Order,Order='474083431302/DEMO7298826' Name='' New state='Accepted' Instrument='MCL SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/24/2026 8:05:03 AM,Order,Order='474083431302/DEMO7298826' Name='' New state='Submitted' Instrument='MCL SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/24/2026 3:15:55 AM,Default,There was a problem subscribing to tick data for MET MAR25: 'Symbol is inaccessible',
7/24/2026 3:15:54 AM,Default,There was a problem subscribing to market data for MET MAR25: 'Symbol is inaccessible',
7/24/2026 2:15:01 AM,Position,Instrument='M2K SEP26' Account='DEMO7298826' Average price=2945.8 Quantity=7 Market position=Short Operation=Operation_Add,
7/24/2026 2:15:01 AM,Execution,Execution='474083431293_1' Instrument='M2K SEP26' Account='DEMO7298826' Exchange=Default Price=2945.8 Quantity=7 Market position=Short Operation=Operation_Add Order='474083431293' Time='7/24/2026 2:15 AM',
7/24/2026 2:15:00 AM,Order,Order='474083431293/DEMO7298826' Name='' New state='Filled' Instrument='M2K SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=7 Type='Market' Time in force=DAY Oco='' Filled=7 Fill price=2945.8 Error='No error' Native error='',
7/24/2026 2:15:00 AM,Order,Order='474083431293/DEMO7298826' Name='' New state='Working' Instrument='M2K SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=7 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/24/2026 2:15:00 AM,Order,Order='474083431293/DEMO7298826' Name='' New state='Accepted' Instrument='M2K SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=7 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/24/2026 2:15:00 AM,Order,Order='474083431293/DEMO7298826' Name='' New state='Submitted' Instrument='M2K SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=7 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 9:30:01 PM,Position,Instrument='MNQ SEP26' Account='DEMO7298826' Average price=28655.5 Quantity=1 Market position=Short Operation=Operation_Add,
7/23/2026 9:30:01 PM,Execution,Execution='474083431283_1' Instrument='MNQ SEP26' Account='DEMO7298826' Exchange=Default Price=28655.5 Quantity=1 Market position=Short Operation=Operation_Add Order='474083431283' Time='7/23/2026 9:30 PM',
7/23/2026 9:30:01 PM,Order,Order='474083431283/DEMO7298826' Name='' New state='Filled' Instrument='MNQ SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=1 Fill price=28655.5 Error='No error' Native error='',
7/23/2026 9:30:01 PM,Order,Order='474083431283/DEMO7298826' Name='' New state='Working' Instrument='MNQ SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 9:30:01 PM,Order,Order='474083431283/DEMO7298826' Name='' New state='Accepted' Instrument='MNQ SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 9:30:01 PM,Order,Order='474083431283/DEMO7298826' Name='' New state='Submitted' Instrument='MNQ SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 7:27:35 PM,Connection,Simulation: Primary connection=Connected Price feed=Connected,
7/23/2026 7:27:34 PM,Connection,Simulation: Primary connection=Connection lost Price feed=Connected,
7/23/2026 5:03:08 PM,Connection,Simulation: Primary connection=Connected Price feed=Connected,
7/23/2026 5:03:07 PM,Connection,Simulation: Primary connection=Connection lost Price feed=Connected,
7/23/2026 4:50:31 PM,Position,Instrument='MYM SEP26' Account='DEMO7298826' Average price=0 Quantity=0 Market position=Flat Operation=Remove,
7/23/2026 4:50:31 PM,Execution,Execution='474083431265_1' Instrument='MYM SEP26' Account='DEMO7298826' Exchange=Default Price=51893 Quantity=3 Market position=Long Operation=Operation_Add Order='474083431265' Time='7/23/2026 4:50 PM',
7/23/2026 4:50:31 PM,Order,Order='474083431265/DEMO7298826' Name='Close' New state='Filled' Instrument='MYM SEP26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=3 Type='Market' Time in force=DAY Oco='' Filled=3 Fill price=51893 Error='No error' Native error='',
7/23/2026 4:50:31 PM,Order,Order='474083431265/DEMO7298826' Name='Close' New state='Working' Instrument='MYM SEP26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=3 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 4:50:31 PM,Order,Order='474083431265/DEMO7298826' Name='Close' New state='Accepted' Instrument='MYM SEP26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=3 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 4:50:31 PM,Order,Order='474083431265/DEMO7298826' Name='Close' New state='Submitted' Instrument='MYM SEP26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=3 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 4:50:31 PM,Position,Flatten account='DEMO7298826',
7/23/2026 4:50:02 PM,Position,Instrument='M2K SEP26' Account='DEMO7298826' Average price=0 Quantity=0 Market position=Flat Operation=Remove,
7/23/2026 4:50:02 PM,Execution,Execution='474083431254_1' Instrument='M2K SEP26' Account='DEMO7298826' Exchange=Default Price=2949.9 Quantity=3 Market position=Long Operation=Operation_Add Order='474083431254' Time='7/23/2026 4:50 PM',
7/23/2026 4:50:02 PM,Order,Order='474083431254/DEMO7298826' Name='Close' New state='Filled' Instrument='M2K SEP26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=3 Type='Market' Time in force=DAY Oco='' Filled=3 Fill price=2949.9 Error='No error' Native error='',
7/23/2026 4:50:02 PM,Order,Order='474083431254/DEMO7298826' Name='Close' New state='Working' Instrument='M2K SEP26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=3 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 4:50:02 PM,Order,Order='474083431254/DEMO7298826' Name='Close' New state='Accepted' Instrument='M2K SEP26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=3 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 4:50:02 PM,Order,Order='474083431254/DEMO7298826' Name='Close' New state='Submitted' Instrument='M2K SEP26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=3 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 4:50:01 PM,Position,Flatten account='DEMO7298826',
7/23/2026 1:35:01 PM,Position,Instrument='M2K SEP26' Account='DEMO7298826' Average price=2943 Quantity=3 Market position=Short Operation=Operation_Add,
7/23/2026 1:35:01 PM,Execution,Execution='474083431245_1' Instrument='M2K SEP26' Account='DEMO7298826' Exchange=Default Price=2943 Quantity=3 Market position=Short Operation=Operation_Add Order='474083431245' Time='7/23/2026 1:35 PM',
7/23/2026 1:35:01 PM,Order,Order='474083431245/DEMO7298826' Name='' New state='Filled' Instrument='M2K SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=3 Type='Market' Time in force=DAY Oco='' Filled=3 Fill price=2943 Error='No error' Native error='',
7/23/2026 1:35:01 PM,Order,Order='474083431245/DEMO7298826' Name='' New state='Working' Instrument='M2K SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=3 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 1:35:01 PM,Order,Order='474083431245/DEMO7298826' Name='' New state='Accepted' Instrument='M2K SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=3 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 1:35:01 PM,Order,Order='474083431245/DEMO7298826' Name='' New state='Submitted' Instrument='M2K SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=3 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 1:35:01 PM,Position,Instrument='M2K SEP26' Account='DEMO7298826' Average price=0 Quantity=0 Market position=Flat Operation=Remove,
7/23/2026 1:35:01 PM,Execution,Execution='474083431234_1' Instrument='M2K SEP26' Account='DEMO7298826' Exchange=Default Price=2943 Quantity=5 Market position=Short Operation=Operation_Add Order='474083431234' Time='7/23/2026 1:35 PM',
7/23/2026 1:35:01 PM,Order,Order='474083431234/DEMO7298826' Name='Close' New state='Filled' Instrument='M2K SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=5 Type='Market' Time in force=DAY Oco='' Filled=5 Fill price=2943 Error='No error' Native error='',
7/23/2026 1:35:01 PM,Order,Order='474083431234/DEMO7298826' Name='Close' New state='Working' Instrument='M2K SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=5 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 1:35:01 PM,Order,Order='474083431234/DEMO7298826' Name='Close' New state='Accepted' Instrument='M2K SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=5 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 1:35:01 PM,Order,Order='474083431234/DEMO7298826' Name='Close' New state='Submitted' Instrument='M2K SEP26' Action='Sell' Limit price=0 Stop price=0 Quantity=5 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 1:35:01 PM,Position,Flatten account='DEMO7298826',
7/23/2026 11:41:33 AM,Connection,Simulation: Primary connection=Connected Price feed=Connected,
7/23/2026 11:41:32 AM,Connection,Simulation: Primary connection=Connected Price feed=Connection lost,
7/23/2026 10:57:50 AM,Connection,Simulation: Primary connection=Connected Price feed=Connected,
7/23/2026 10:57:49 AM,Connection,Simulation: Primary connection=Connected Price feed=Connection lost,
7/23/2026 7:46:41 AM,Connection,Simulation: Primary connection=Connected Price feed=Connected,
7/23/2026 7:46:40 AM,Connection,Simulation: Primary connection=Connected Price feed=Connection lost,
7/23/2026 6:35:15 AM,Position,Instrument='M2K SEP26' Account='DEMO7298826' Average price=2969 Quantity=5 Market position=Long Operation=Operation_Add,
7/23/2026 6:35:15 AM,Execution,Execution='474083431225_1' Instrument='M2K SEP26' Account='DEMO7298826' Exchange=Default Price=2969 Quantity=5 Market position=Long Operation=Operation_Add Order='474083431225' Time='7/23/2026 6:35 AM',
7/23/2026 6:35:15 AM,Order,Order='474083431225/DEMO7298826' Name='' New state='Filled' Instrument='M2K SEP26' Action='Buy' Limit price=0 Stop price=0 Quantity=5 Type='Market' Time in force=DAY Oco='' Filled=5 Fill price=2969 Error='No error' Native error='',
7/23/2026 6:35:15 AM,Order,Order='474083431225/DEMO7298826' Name='' New state='Working' Instrument='M2K SEP26' Action='Buy' Limit price=0 Stop price=0 Quantity=5 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 6:35:15 AM,Order,Order='474083431225/DEMO7298826' Name='' New state='Accepted' Instrument='M2K SEP26' Action='Buy' Limit price=0 Stop price=0 Quantity=5 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 6:35:15 AM,Order,Order='474083431225/DEMO7298826' Name='' New state='Submitted' Instrument='M2K SEP26' Action='Buy' Limit price=0 Stop price=0 Quantity=5 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
7/23/2026 6:35:15 AM,Position,Instrument='M2K SEP26' Account='DEMO7298826' Average price=0 Quantity=0 Market position=Flat Operation=Remove,
7/23/2026 6:35:15 AM,Execution,Execution='474083431214_1' Instrument='M2K SEP26' Account='DEMO7298826' Exchange=Default Price=2969.1 Quantity=5 Market position=Long Operation=Operation_Add Order='474083431214' Time='7/23/2026 6:35 AM',
7/23/2026 6:35:15 AM,Order,Order='474083431214/DEMO7298826' Name='Close' New state='Filled' Instrument='M2K SEP26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=5 Type='Market' Time in force=DAY Oco='' Filled=5 Fill price=2969.1 Error='No error' Native error='',
7/23/2026 6:35:15 AM,Order,Order='474083431214/DEMO7298826' Name='Close' New state='Working' Instrument='M2K SEP26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=5 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
